SNo,Rank,Allotted Quota,Allotted Institute,Course,Alloted Category,candidate Category,option No.,Remarks
6964,11384,All India,"Dr. B.R. Ambedkar State Institute of Medical Sciences  , Sector 56 Mohali,
Punjab, 160055",MBBS,OBC,OBC,60,Fresh Allotted in 2nd Round
6965,11385,All India,"Kalpana Chawla Govt. Medical College, Karnal , Kalpana Chawla Govt. Medical College,Karnal, Haryana, Haryana, 132001",MBBS,OBC,OBC,40,Fresh Allotted in 2nd Round
6966,11392,-,-,-,-,-,-,Did not opt for Upgradation.
6967,11394,All India,"Indira Gandhi Medical College & RI, Puducherry , Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,Open,GN,34,Fresh Allotted in 2nd Round
6968,11400,All India,"NAIR HOSP DENTAL COLLEGE & HOSP,MUMBAI , Dr.
A.L. Nair Road, Mumbai Central, Mumbai - 400 008,
Maharashtra, 400008",BDS,Open,GN,45,Fresh Allotted in 2nd Round
6969,11404,All India,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN ,
Government Medical college sriganganagar rajasthan, Rajasthan, 335001",MBBS,OBC,OBC,8,Fresh Allotted in 2nd Round
6970,11405,All India,"Jawaharlal Nehru Medical College, Bhagalpur , SUKHRAJ RAI PATH, BHAGALPUR, Bihar, 812001",MBBS,OBC,OBC,12,Fresh Allotted in 2nd Round
6971,11409,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",MBBS,OBC,OBC,48,Fresh Allotted in 2nd Round
6972,11410,-,-,-,-,-,-,Did not opt for Upgradation.
6973,11413,-,-,-,-,-,-,Not Allotted.
6974,11415,All India,"Kakatiya Medical College Warangal , SVP Road, Warangal, Telangana, 506007",MBBS,Open,GN,80,Fresh Allotted in 2nd Round
6975,11416,All India,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP , VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR,
Uttar Pradesh, 224227",MBBS,OBC,OBC,48,Fresh Allotted in 2nd Round
6976,11418,-,-,-,-,-,-,Did not fill up fresh choices.
6977,11421,All India,"Govt Medical College Badaun , Gunera Wazidpur Ujhani Road Badaun U.P.
243601",MBBS,Open,GN,21,Upgraded
6978,11422,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,GN,55,Fresh Allotted in 2nd Round
6979,11423,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR , In
Front of District Civil Court, Solapur., Maharashtra, 413003",MBBS,Open,EWS,17,Fresh Allotted in 2nd Round
6980,11426,All India,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur , Rajarshee Chhatrapati Shahu Maharaj
Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra, 416012",MBBS,Open,GN,43,Fresh Allotted in 2nd Round
6981,11427,All India,"Govt Medical College, Dungarpur ,
VILLAGE- THANA DUNGARPUR,
Rajasthan, 314001",MBBS,OBC,OBC,36,Fresh Allotted in 2nd Round
6982,11429,All India,"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,109,Fresh Allotted in 2nd Round
6983,11431,All India,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA , SHERGHATIROAD, GAYA, Bihar, 823001",MBBS,EWS,EWS,8,Fresh Allotted in 2nd Round
6984,11432,-,-,-,-,-,-,Did not fill up fresh choices.
6985,11433,-,-,-,-,-,-,Did not fill up fresh choices.
6986,11434,-,-,-,-,-,-,Did not fill up fresh choices.
6987,11435,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,Open,GN,60,Fresh Allotted in 2nd Round
6988,11437,-,-,-,-,-,-,Not Allotted.
6989,11439,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,GN,64,Fresh Allotted in 2nd Round
6990,11440,All India,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI
, A BlockPS- KalyaniDistrict - Nadia,West Bengal,Pin 741235",MBBS,Open,EWS,10,Upgraded
6991,11441,All India,"MADURAI MEDICAL COLLEGE, MADURAI , PANAGAL ROAD
MADURAI, Tamil Nadu, 625020",MBBS,OBC,OBC,55,Fresh Allotted in 2nd Round
6992,11444,All India,"GOA MEDICAL COLLEGE, PANAJI , RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,OBC,OBC,40,Fresh Allotted in 2nd Round
6993,11446,All India,"Govt Medical College Baramati , Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune, Maharashtra, 413133",MBBS,Open,OBC,11,Fresh Allotted in 2nd Round
6994,11447,-,-,-,-,-,-,Did not fill up fresh choices.
6995,11448,All India,"Government Medical College, Bharatpur , Rampura, NH- 21,Sever Road,Bharatpur,Raja sthan, Rajasthan, 321001",MBBS,EWS,EWS,15,Fresh Allotted in 2nd Round
6996,11449,-,-,-,-,-,-,Not Allotted.
6997,11452,-,-,-,-,-,-,Not Allotted.
6998,11454,All India,"GMC, Shahjhanpur , AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH,
Uttar Pradesh, 242001",MBBS,Open,GN,71,Fresh Allotted in 2nd Round
6999,11455,All India,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP , VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR,
Uttar Pradesh, 224227",MBBS,OBC,OBC,36,Fresh Allotted in 2nd Round
7000,11456,-,-,-,-,-,-,Did not fill up fresh choices.
7001,11460,-,-,-,-,-,-,Not Allotted.
7002,11466,All India,"Chhindwara Institute of Medical Sciences , Teachers Colony, Chhindwara, Madhya Pradesh 480001, Madhya Pradesh, 480001",MBBS,Open,GN,66,Fresh Allotted in 2nd Round
7003,11467,-,-,-,-,-,-,Did not opt for Upgradation.
7004,11468,-,-,-,-,-,-,Did not opt for Upgradation.
7005,11475,All India,"Government Medical College Chittorgarh  , Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025",MBBS,Open,OBC,34,Fresh Allotted in 2nd Round
7006,11478,All India,"UTTARANCHAL F HOSP TRUST MC,HALDWANI ,
Government Medical College, Rampur Road Haldwani, Distt.
Nainiatl, Uttarakhand, 263139",MBBS,EWS,EWS,62,Fresh Allotted in 2nd Round
7007,11481,All India,"Goverment Medical College And Hospital Jalgaon , GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON,
Maharashtra, 425001",MBBS,Open,GN,89,Fresh Allotted in 2nd Round
7008,11485,All India,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN ,
Government Medical college sriganganagar rajasthan, Rajasthan, 335001",MBBS,OBC,OBC,28,Fresh Allotted in 2nd Round
7009,11486,All India,"GOA MEDICAL COLLEGE, PANAJI , RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",MBBS,OBC,OBC,91,Fresh Allotted in 2nd Round
7010,11488,-,-,-,-,-,-,Did not fill up fresh choices.
7011,11491,All India,"SUH Maulana Mahmood Hasan Medical College, Saharanpur , Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",MBBS,EWS,EWS,36,Fresh Allotted in 2nd Round
7012,11497,All India,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP , VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR,
Uttar Pradesh, 224227",MBBS,OBC,OBC,57,Fresh Allotted in 2nd Round
7013,11498,All India,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI
, A BlockPS- KalyaniDistrict - Nadia,West Bengal,Pin 741235",MBBS,Open,GN,30,Fresh Allotted in 2nd Round
7014,11499,All India,"Govt Medical College, Churu , SHEKHAWAT COLONY, CIVIL LINES ROAD,CHURU,
Rajasthan, 331001",MBBS,EWS,EWS,11,Fresh Allotted in 2nd Round
7015,11500,-,-,-,-,-,-,Not Allotted.
7016,11501,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,Open,GN,87,Fresh Allotted in 2nd Round
7017,11502,-,-,-,-,-,-,Not Allotted.
7018,11503,-,-,-,-,-,-,Not Allotted.
7019,11504,-,-,-,-,-,-,Did not opt for Upgradation.
7020,11508,All India,"UTTARANCHAL F HOSP TRUST MC,HALDWANI ,
Government Medical College, Rampur Road Haldwani, Distt.
Nainiatl, Uttarakhand, 263139",MBBS,OBC,OBC,34,Fresh Allotted in 2nd Round
7021,11511,-,-,-,-,-,-,Did not fill up fresh choices.
7022,11514,All India,"ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, VIDISHA , NH 86 INFRONT OF KHEL PARISAR SANCHI ROAD VIDISHA,
Madhya Pradesh, 464001",MBBS,OBC,OBC,26,Fresh Allotted in 2nd Round
7023,11515,-,-,-,-,-,-,Not Allotted.
7024,11517,-,-,-,-,-,-,Did not fill up fresh choices.
7025,11519,All India,"Govt Medical College, Dungarpur ,
VILLAGE- THANA DUNGARPUR,
Rajasthan, 314001",MBBS,OBC,OBC,51,Fresh Allotted in 2nd Round
7026,11520,All India,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI
, A BlockPS- KalyaniDistrict - Nadia,West Bengal,Pin 741235",MBBS,Open,GN,85,Fresh Allotted in 2nd Round
7027,11521,-,-,-,-,-,-,No Upgradation
7028,11524,All India,"COIMBATORE MEDICAL COLLEGE,COIMBAT ORE , CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE, Tamil Nadu, 641014",MBBS,OBC,OBC,8,Fresh Allotted in 2nd Round
7029,11525,All India,"GUNTUR MEDICAL COLLEGE, GUNTUR
, Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",MBBS,EWS,EWS,10,Fresh Allotted in 2nd Round
7030,11535,All India,"Govt. Medical College, Sirohi (rajasthan) , SIROHI SHIVGANJ HIGHWAY,NEAR AMBESHWAR
,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST-
SIROHI, Rajasthan, 307030",MBBS,Open,GN,73,Fresh Allotted in 2nd Round
7031,11542,All India,"Government Medical College Chittorgarh  , Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025",MBBS,Open,EWS,44,Fresh Allotted in 2nd Round
7032,11543,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,Open,GN,87,Fresh Allotted in 2nd Round
7033,11545,All India,"GOVT. MOHAN KUMARAMANGALA M M.C.,SALEM , MAJEERA KOLLAPPATTI,
Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030",MBBS,Open,GN,7,Fresh Allotted in 2nd Round
7034,11546,All India,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI
, A BlockPS- KalyaniDistrict - Nadia,West Bengal,Pin 741235",MBBS,Open,GN,40,Fresh Allotted in 2nd Round
7035,11548,-,-,-,-,-,-,Not Allotted.
7036,11549,-,-,-,-,-,-,Did not fill up fresh choices.
7037,11550,All India,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA , PAWAPURI NALNADA, Bihar, 803115",MBBS,EWS,EWS,69,Fresh Allotted in 2nd Round
7038,11552,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,Open,OBC,8,Fresh Allotted in 2nd Round
7039,11554,-,-,-,-,-,-,Did not fill up fresh choices.
7040,11555,All India,"COIMBATORE MEDICAL COLLEGE,COIMBAT ORE , CIVIL AERODROME POST, AVINASHI ROAD, PEELAMEDU, COIMBATORE, Tamil Nadu, 641014",MBBS,OBC,OBC,60,Fresh Allotted in 2nd Round
7041,11556,All India,"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,65,Fresh Allotted in 2nd Round
7042,11558,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,Open,GN,74,Fresh Allotted in 2nd Round
7043,11559,All India,"THANJAVUR MEDICAL COLL.,THANJAVUR ,
Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004",MBBS,Open,GN,21,Fresh Allotted in 2nd Round
7044,11560,-,-,-,-,-,-,Not Allotted.
7045,11565,All India,"Govt Medical College Firozabad , DAULATTAPUR JALESHAR ROAD NARKHI FIROZABAD, Uttar
Pradesh, 283203",MBBS,Open,OBC,46,Fresh Allotted in 2nd Round
7046,11566,-,-,-,-,-,-,Did not fill up fresh choices.
7047,11567,All India,"GMC, Shahjhanpur , AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH,
Uttar Pradesh, 242001",MBBS,Open,OBC,36,Fresh Allotted in 2nd Round
7048,11568,All India,"Jawaharlal Nehru Medical College, Bhagalpur , SUKHRAJ RAI PATH, BHAGALPUR, Bihar, 812001",MBBS,OBC,OBC,33,Fresh Allotted in 2nd Round
7049,11572,All India,"GMC, Azamgarh, UP
, Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila Azamgarh, Uttar Pradesh, 276128",MBBS,OBC,OBC,51,Fresh Allotted in 2nd Round
7050,11575,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,OBC,66,Fresh Allotted in 2nd Round
7051,11578,All India,"GOVT. MEDICAL COLLEGE,TIRUNEL VELI , DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11,
Tamil Nadu, 627011",MBBS,Open,OBC,3,Fresh Allotted in 2nd Round
7052,11582,-,-,-,-,-,-,Did not opt for Upgradation.
7053,11583,All India,"SKIMS Medical College, Bemina, Srinagar , SKIMS MC BEMINA , SRINAGAR, JAMMU
KASHMIR, Jammu And Kashmir, 190018",MBBS,Open,GN,1,Fresh Allotted in 2nd Round
7054,11584,-,-,-,-,-,-,Did not fill up fresh choices.
7055,11586,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP , GOND PARA, SADAR BAZAAR BILASPUR - 495001
(CG), Chhattisgarh, 495001",MBBS,Open,GN,46,Fresh Allotted in 2nd Round
7056,11588,-,-,-,-,-,-,Did not fill up fresh choices.
7057,11589,All India,"MADURAI MEDICAL COLLEGE, MADURAI , PANAGAL ROAD
MADURAI, Tamil Nadu, 625020",MBBS,OBC,OBC,27,Fresh Allotted in 2nd Round
7058,11590,All India,"Pt. J N M MEDICAL COLLEGE, RAIPUR ,
In front of Central Jail, Jail Road Raipur C.G., Chhattisgarh, 492001",MBBS,EWS,EWS,54,Fresh Allotted in 2nd Round
7059,11591,All India,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR , 5,
Vidyasagar Road Midnapore 721101 Paschim Medinipur",MBBS,Open,GN,52,Fresh Allotted in 2nd Round
7060,11592,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,OBC,OBC,35,Fresh Allotted in 2nd Round
7061,11596,All India,"GOVERNMENT MEDICAL COLLEGE,
MIRAJ , Pandharpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",MBBS,Open,GN,50,Fresh Allotted in 2nd Round
7062,11599,All India,"Govt. Medical College, Jammu , GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001,
Jammu And Kashmir, 180001",MBBS,EWS,EWS,30,Fresh Allotted in 2nd Round
7063,11603,-,-,-,-,-,-,Did not fill up fresh choices.
7064,11607,All India,"BUNDELKHAND MEDICAL COLLEGE,
SAGAR , Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",MBBS,EWS,EWS,52,Fresh Allotted in 2nd Round
7065,11608,-,-,-,-,-,-,Did not fill up fresh choices.
7066,11609,-,-,-,-,-,-,Not Allotted.
7067,11611,All India,"Jawaharlal Nehru Medical College, Bhagalpur , SUKHRAJ RAI PATH, BHAGALPUR, Bihar, 812001",MBBS,OBC,OBC,34,Fresh Allotted in 2nd Round
7068,11612,All India,"MANDYA INST. OF MEDICAL SCI., MANDYA , BANGALORE- MYSORE MAIN ROAD, MANDYA,
Karnataka, 571401",MBBS,Open,OBC,4,Fresh Allotted in 2nd Round
7069,11614,All India,"Veer Chandra Singh Garhwali Govt.
Institute of Medical Science & Research , BADRINATH MARG, SRIKOT, SRINAGAR
- PAURI GARHWAL,
Uttarakhand, 246178",MBBS,Open,OBC,64,Fresh Allotted in 2nd Round
7070,11615,All India,"Govt. Medical College, Jammu , GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001,
Jammu And Kashmir, 180001",MBBS,EWS,EWS,24,Fresh Allotted in 2nd Round
7071,11617,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,OBC,OBC,59,Fresh Allotted in 2nd Round
7072,11619,All India,"NORTH BENGAL MED.COLL,DARJEE
LING , Sushruta Nagar, Darjeeling., West Bengal, 734012",MBBS,OBC,OBC,32,Fresh Allotted in 2nd Round
7073,11620,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,OBC,45,Fresh Allotted in 2nd Round
7074,11622,All India,"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE ,
Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424311",MBBS,Open,OBC,47,Fresh Allotted in 2nd Round
7075,11625,All India,"Indira Gandhi Medical College & RI, Puducherry , Vazhudavour Road, Kadirkamam, Puducherry, 605009",MBBS,Open,GN,43,Fresh Allotted in 2nd Round
7076,11626,-,-,-,-,-,-,Not Allotted.
7077,11628,-,-,-,-,-,-,Did not fill up fresh choices.
7078,11637,All India,"MADURAI MEDICAL COLLEGE, MADURAI , PANAGAL ROAD
MADURAI, Tamil Nadu, 625020",MBBS,OBC,OBC,81,Fresh Allotted in 2nd Round
7079,11642,-,-,-,-,-,-,Not Allotted.
7080,11644,All India,"BURDWAN MEDICAL COLLEGE,BURDWA N , BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN- 713104,WEST BENGAL, West
Bengal, 713104",MBBS,OBC,OBC,32,Fresh Allotted in 2nd Round
7081,11645,All India,"ESIC PGIMSR, Joka,
Kolkata, WB , DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104,
West Bengal, 700104",MBBS,OBC,OBC,47,Fresh Allotted in 2nd Round
7082,11648,-,-,-,-,-,-,Not Allotted.
7083,11649,-,-,-,-,-,-,Did not fill up fresh choices.
7084,11650,All India,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad , PO BCCL TOWNSHIP KOYLANAGAR DHANBAD,
Jharkhand, 826005",MBBS,OBC,OBC,77,Fresh Allotted in 2nd Round
7085,11655,-,-,-,-,-,-,Not Allotted.
7086,11656,All India,"Govt Medical College Firozabad , DAULATTAPUR JALESHAR ROAD NARKHI FIROZABAD, Uttar
Pradesh, 283203",MBBS,Open,OBC,38,Fresh Allotted in 2nd Round
7087,11658,All India,"Govt Medical College Badaun , Gunera Wazidpur Ujhani Road Badaun U.P.
243601",MBBS,Open,EWS,3,Fresh Allotted in 2nd Round
7088,11660,All India,"Autonomous State Medical College ,Etah
, NAGLA PADIHAR SIRAO MAHARARA LINK, PAC ROAD, SAKEET, ETAH,U.P.-
207001, Uttar
Pradesh, 207001",MBBS,Open,OBC,15,Fresh Allotted in 2nd Round
7089,11663,-,-,-,-,-,-,Not Allotted.
7090,11666,All India,"Govt Medical College Barmer Rajasthan , NH-15, JAISALMER ROAD, VILLAGE- JALIPA, BARMER",MBBS,EWS,EWS,21,Fresh Allotted in 2nd Round
7091,11668,-,-,-,-,-,-,Not Allotted.
7092,11669,All India,"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLA M , ASARIPALLAM, KANYAKUMARI DISTRICT-629201,
Tamil Nadu, 629201",MBBS,Open,GN,5,Fresh Allotted in 2nd Round
7093,11672,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,GN,67,Fresh Allotted in 2nd Round
7094,11673,-,-,-,-,-,-,No Upgradation
7095,11675,-,-,-,-,-,-,Not Allotted.
7096,11676,-,-,-,-,-,-,Not Allotted.
7097,11681,All India,"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,58,Fresh Allotted in 2nd Round
7098,11683,-,-,-,-,-,-,Did not opt for Upgradation.
7099,11684,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,GN,53,Fresh Allotted in 2nd Round
7100,11686,All India,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR , MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR,
GANJAM, Odisha, 760004",MBBS,Open,GN,16,Fresh Allotted in 2nd Round
7101,11690,-,-,-,-,-,-,No Upgradation
7102,11692,-,-,-,-,-,-,No Upgradation
7103,11693,-,-,-,-,-,-,Not Allotted.
7104,11695,All India,"BANKURA SAMMILANI MED COLL,BANKURA ,
Principal, Bankura Sammilani Medical College, Lokepur, PO- Kenduadihi, Bankura, Pin-
722102, West Bengal,
722102",MBBS,Open,GN,8,Fresh Allotted in 2nd Round
7105,11696,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL , BUDHAWARPET,
KURNOOL., Andhra Pradesh, 518002",MBBS,Open,GN,51,Fresh Allotted in 2nd Round
7106,11697,-,-,-,-,-,-,Not Allotted.
7107,11701,All India,"THANJAVUR MEDICAL COLL.,THANJAVUR ,
Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004",MBBS,Open,GN,26,Fresh Allotted in 2nd Round
7108,11711,All India,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN ,
Government Medical college sriganganagar rajasthan, Rajasthan, 335001",MBBS,OBC,OBC,57,Fresh Allotted in 2nd Round
7109,11712,All India,"Govt Medical College Firozabad , DAULATTAPUR JALESHAR ROAD NARKHI FIROZABAD, Uttar
Pradesh, 283203",MBBS,Open,GN,82,Fresh Allotted in 2nd Round
7110,11713,All India,"ESIC PGIMSR, Joka,
Kolkata, WB , DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104,
West Bengal, 700104",MBBS,OBC,OBC,39,Fresh Allotted in 2nd Round
7111,11716,-,-,-,-,-,-,No Upgradation
7112,11717,-,-,-,-,-,-,Did not fill up fresh choices.
7113,11718,-,-,-,-,-,-,Not Allotted.
7114,11722,All India,"Veer Chandra Singh Garhwali Govt.
Institute of Medical Science & Research , BADRINATH MARG, SRIKOT, SRINAGAR
- PAURI GARHWAL,
Uttarakhand, 246178",MBBS,Open,GN,67,Upgraded
7115,11723,All India,"GOVT. KILPAUK MEDICAL COLLEGE,CHENNAI
, No. 822, EVR
Periyar salai , Kilpauk,Chennai, Tamil Nadu, 600010",MBBS,EWS,EWS,72,Fresh Allotted in 2nd Round
7116,11725,All India,"GOVT. MEDICAL COLLEGE,TIRUNEL VELI , DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11,
Tamil Nadu, 627011",MBBS,Open,GN,14,Fresh Allotted in 2nd Round
7117,11726,-,-,-,-,-,-,Not Allotted.
7118,11729,All India,"Government Medical College, Kathua , Chak Sajjan KAthua, Jammu And Kashmir, 184101",MBBS,Open,EWS,66,Fresh Allotted in 2nd Round
7119,11733,All India,"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,39,Fresh Allotted in 2nd Round
7120,11734,All India,"Rajkiya Medical College, Jalaun , Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",MBBS,Open,OBC,36,Fresh Allotted in 2nd Round
7121,11735,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL , BUDHAWARPET,
KURNOOL., Andhra Pradesh, 518002",MBBS,Open,GN,47,Fresh Allotted in 2nd Round
7122,11739,-,-,-,-,-,-,Did not fill up fresh choices.
7123,11740,All India,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR , In
Front of District Civil Court, Solapur., Maharashtra, 413003",MBBS,Open,OBC,26,Fresh Allotted in 2nd Round
7124,11741,-,-,-,-,-,-,Did not opt for Upgradation.
7125,11747,-,-,-,-,-,-,Did not opt for Upgradation.
7126,11748,All India,"KURNOOL MEDICAL COLLEGE, KURNOOL , BUDHAWARPET,
KURNOOL., Andhra Pradesh, 518002",MBBS,Open,EWS,8,Upgraded
7127,11752,-,-,-,-,-,-,Did not opt for Upgradation.
7128,11756,All India,"Government Medical College Chittorgarh  , Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025",MBBS,Open,OBC,22,Fresh Allotted in 2nd Round
7129,11757,All India,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN ,
Government Medical college sriganganagar rajasthan, Rajasthan, 335001",MBBS,OBC,OBC,65,Fresh Allotted in 2nd Round
7130,11758,-,-,-,-,-,-,Did not opt for Upgradation.
7131,11760,All India,"Siddartha Medical College, Vijayawada , Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",MBBS,Open,GN,33,Fresh Allotted in 2nd Round
7132,11761,-,-,-,-,-,-,Did not fill up fresh choices.
7133,11762,-,-,-,-,-,-,Not Allotted.
7134,11764,-,-,-,-,-,-,Did not fill up fresh choices.
7135,11766,All India,"Jawaharlal Nehru Medical College, Bhagalpur , SUKHRAJ RAI PATH, BHAGALPUR, Bihar, 812001",MBBS,OBC,OBC,21,Fresh Allotted in 2nd Round
7136,11769,All India,"Govt Medical College Ratlam , Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MBBS,Open,GN,85,Fresh Allotted in 2nd Round
7137,11770,All India,"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG (
Formerly called as- Hazaribagh Medical College, Hazaribag) , NEAR CENTRAL JAIL, HAZARIBAG,
Jharkhand, 825301",MBBS,Open,GN,29,Upgraded
