SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Alloted Category,candidate Category,option No.
2746,3236,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2747,3237,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,Reported,-,-,-
2748,3238,-,-,-,-,Open,GN,5
2749,3242,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI",MBBS,Reported,EWS,EWS,1
2750,3243,"Aligarh Muslim University (AMU)
Quota","Jawaharlal Nehru Medical College, AMU,ALIGARH",MBBS,Reported,Open,GN,1
2751,3246,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR",MBBS,Not Reported,-,-,-
2752,3250,All India,"S.C.B. MEDICAL COLLEGE, CUTTACK",MBBS,Reported,-,-,-
2753,3251,All India,"MEDICAL COLLEGE, KOLKATA",MBBS,Not Reported,Open,EWS,1
2754,3253,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2755,3254,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Not Reported,-,-,-
2756,3255,All India,"T.D. MEDICAL COLLEGE,
ALLAPPUZHA",MBBS,Not Reported,-,-,-
2757,3256,Deemed/Pa id Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal",MBBS,Reported,-,-,-
2758,3258,All India,"M.G.M. MEDICAL COLLEGE, INDORE",MBBS,Not Reported,Open,GN,14
2759,3262,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2760,3263,"Aligarh Muslim University (AMU)
Quota","Jawaharlal Nehru Medical College, AMU,ALIGARH",MBBS,Reported,-,-,-
2761,3265,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2762,3266,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,Reported,-,-,-
2763,3267,Open Seat Quota,"AIIMS, Kalyani",MBBS,Not Reported,-,-,-
2764,3269,Open Seat Quota,"AIIMS-Bhopal,",MBBS,Reported,-,-,-
2765,3270,Open Seat Quota,AIIMS Jammu,MBBS,Not Reported,Open,GN,7
2766,3271,-,-,-,-,Open,GN,23
2767,3272,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2768,3273,All India,"PATNA MEDICAL COLLEGE, PATNA",MBBS,Reported,-,-,-
2769,3274,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2770,3275,Open Seat Quota,"AIIMS, Gorakhpur",MBBS,Reported,-,-,-
2771,3276,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Seat Surrendered,-,-,-
2772,3277,All India,Gandhi Medical College Musheerabad Secunderabad,MBBS,Reported,-,-,-
2773,3278,All India,"MADURAI MEDICAL COLLEGE, MADURAI",MBBS,Reported,-,-,-
2774,3279,All India,"Govt Medical College, Ernakulam",MBBS,Not Reported,-,-,-
2775,3280,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR",MBBS,Seat Surrendered,Open,GN,3
2776,3281,-,-,-,-,Open,GN,13
2777,3282,Open Seat Quota,AIIMS Mangalagiri,MBBS,Not Reported,-,-,-
2778,3283,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2779,3285,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
2780,3286,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR",MBBS,Not Reported,Open,GN,22
2781,3287,All India,"INST OF PG MED EDU & RESEARCH,KOLKAT A",MBBS,Reported,-,-,-
2782,3288,All India,"RAJENDRA INST. OF MED. SCI., RANCHI",MBBS,Reported,-,-,-
2783,3289,All India,"Indira Gandhi Institute of Medical Sciences, Patna",MBBS,Not Reported,Open,GN,24
2784,3291,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2785,3292,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2786,3293,All India,"BANKURA SAMMILANI MED COLL,BANKURA",MBBS,Reported,-,-,-
2787,3294,Open Seat Quota,AIIMS Rajkot,MBBS,Not Reported,-,-,-
2788,3295,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2789,3297,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2790,3298,Open Seat Quota,AIIMS Guahawti,MBBS,Seat Surrendered,-,-,-
2791,3299,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2792,3300,All India,"G.S.V.M. MEDICAL COLLEGE, KANPUR",MBBS,Not Reported,EWS,EWS,7
2793,3301,All India,"LOKMANYA TILAK MUNICIPAL M C,MUMBAI",MBBS,Not Reported,-,-,-
2794,3304,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2795,3305,Open Seat Quota,JIPMER KARAIKAL,MBBS,Not Reported,-,-,-
2796,3306,All India,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra",MBBS,Not Reported,-,-,-
2797,3309,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2798,3311,All India,"ESIC Medical College, Faridabad",MBBS,Not Reported,-,-,-
2799,3312,Open Seat Quota,"AIIMS, Deogarh",MBBS,Not Reported,-,-,-
2800,3313,Open Seat Quota,"AIIMS, Deogarh",MBBS,Not Reported,Open,GN,15
2801,3314,-,-,-,-,Open,GN,7
2802,3315,Open Seat Quota,JIPMER KARAIKAL,MBBS,Not Reported,-,-,-
2803,3316,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,Open,GN,18
2804,3318,All India,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE",MBBS,Reported,EWS,EWS,16
2805,3320,Open Seat Quota,AIIMS Rajkot,MBBS,Reported,Open,EWS,16
2806,3321,All India,"G.S.V.M. MEDICAL COLLEGE, KANPUR",MBBS,Not Reported,Open,GN,25
2807,3322,All India,"Pt. D.D.U MEDICAL COLLEGE, RAJKOT",MBBS,Not Reported,-,-,-
2808,3323,Open Seat Quota,AIIMS Rajkot,MBBS,Not Reported,-,-,-
2809,3324,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2810,3325,Open Seat Quota,"AIIMS, Kalyani",MBBS,Not Reported,EWS,EWS,8
2811,3326,All India,"T.D. MEDICAL COLLEGE,
ALLAPPUZHA",MBBS,Not Reported,-,-,-
2812,3327,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Not Reported,Open,OBC,16
2813,3328,All India,"L.L.R.M. MEDICAL COLLEGE, MEERUT",MBBS,Reported,-,-,-
2814,3330,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,-,-,-
2815,3332,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2816,3334,All India,Bangalore Medical College and Research Institute,MBBS,Reported,EWS,EWS,5
2817,3336,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Not Reported,-,-,-
2818,3337,All India,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,Not Reported,Open,OBC,2
2819,3338,All India,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,Not Reported,-,-,-
2820,3339,Open Seat Quota,AIIMS Guahawti,MBBS,Not Reported,-,-,-
2821,3340,All India,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,Not Reported,-,-,-
2822,3342,-,-,-,-,Open,GN,17
2823,3343,Open Seat Quota,JIPMER KARAIKAL,MBBS,Not Reported,-,-,-
2824,3344,All India,"M.G.M. MEDICAL COLLEGE, INDORE",MBBS,Reported,-,-,-
2825,3345,-,-,-,-,Open,EWS,1
2826,3346,-,-,-,-,EWS,EWS,6
2827,3347,"Aligarh Muslim University (AMU)
Quota","Jawaharlal Nehru Medical College, AMU,ALIGARH",MBBS,Reported,-,-,-
2828,3348,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2829,3349,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2830,3350,Open Seat Quota,AIIMS Guahawti,MBBS,Not Reported,-,-,-
2831,3351,All India,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,Not Reported,-,-,-
2832,3352,All India,"ESI-MC&PGIMS&R,
Banglore",MBBS,Not Reported,Open,GN,9
2833,3353,-,-,-,-,Open,GN,1
2834,3354,Open Seat Quota,"AIIMS, Kalyani",MBBS,Reported,-,-,-
2835,3355,All India,"DR.RAJENDRA PRASAD MC, TANDA",MBBS,Reported,-,-,-
2836,3357,All India,Bangalore Medical College and Research Institute,MBBS,Not Reported,Open,EWS,2
2837,3360,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR",MBBS,Not Reported,-,-,-
2838,3362,All India,"GOVT. MEDICAL COLLEGE, NAGPUR",MBBS,Reported,-,-,-
2839,3363,All India,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,Not Reported,-,-,-
2840,3364,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2841,3365,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2842,3366,-,-,-,-,Open,EWS,13
2843,3367,All India,"Government Medical College, Omandurar",MBBS,Not Reported,-,-,-
2844,3368,All India,"COIMBATORE MEDICAL COLLEGE,COIMBAT ORE",MBBS,Not Reported,Open,GN,8
2845,3370,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Not Reported,Open,SC,5
2846,3371,Open Seat Quota,"AIIMS, Deogarh",MBBS,Not Reported,Open,GN,6
2847,3372,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2848,3373,-,-,-,-,Open,GN,12
2849,3374,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,-,-,-
2850,3375,-,-,-,-,Open,GN,9
2851,3376,All India,"RAJIV GANDHI MEDICAL COLLEGE, THANE",MBBS,Reported,-,-,-
2852,3377,All India,"GOVERNMENT MEDICAL COLLEGE, SURAT",MBBS,Reported,Open,GN,2
2853,3378,Open Seat Quota,JIPMER KARAIKAL,MBBS,Not Reported,-,-,-
2854,3379,All India,"R.N.T. MEDICAL COLLEGE, UDAIPUR",MBBS,Not Reported,-,-,-
2855,3385,All India,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
2856,3386,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2857,3387,All India,"GOVERNMENT MEDICAL COLLEGE, SURAT",MBBS,Not Reported,-,-,-
2858,3389,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2859,3390,-,-,-,-,Open,GN,15
2860,3392,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2861,3393,All India,"GOVT.MEDICAL COLLEGE, THRISSUR",MBBS,Not Reported,-,-,-
2862,3395,Open Seat Quota,"AIIMS, Deogarh",MBBS,Not Reported,-,-,-
2863,3396,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2864,3397,All India,"INDIRA GANDHI MEDICAL COLL., SHIMLA",MBBS,Not Reported,-,-,-
2865,3398,All India,Osmania Medical College Koti,MBBS,Not Reported,-,-,-
2866,3401,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Not Reported,-,-,-
2867,3402,All India,"INST OF PG MED EDU & RESEARCH,KOLKAT A",MBBS,Not Reported,OBC,OBC,16
2868,3403,All India,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE",MBBS,Not Reported,-,-,-
2869,3404,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2870,3406,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2871,3408,All India,"PATNA MEDICAL COLLEGE, PATNA",MBBS,Reported,-,-,-
2872,3409,All India,"LOKMANYA TILAK MUNICIPAL M C,MUMBAI",MBBS,Reported,EWS,EWS,8
2873,3410,All India,"GOVT.MEDICAL COLLEGE, AMRITSAR",MBBS,Reported,-,-,-
2874,3411,All India,"INST OF PG MED EDU & RESEARCH,KOLKAT A",MBBS,Not Reported,-,-,-
2875,3412,All India,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA",MBBS,Not Reported,EWS,EWS,6
2876,3413,All India,"GOVT. MEDICAL COLLEGE,PATIALA",MBBS,Reported,-,-,-
2877,3414,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2878,3416,All India,"MEDICAL COLLEGE, BARODA",MBBS,Not Reported,EWS,EWS,13
2879,3417,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2880,3418,All India,Osmania Medical College Koti,MBBS,Reported,Open,GN,1
2881,3419,All India,"G.S.V.M. MEDICAL COLLEGE, KANPUR",MBBS,Reported,-,-,-
2882,3422,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2883,3423,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2884,3426,All India,"MADURAI MEDICAL COLLEGE, MADURAI",MBBS,Not Reported,-,-,-
2885,3427,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Not Reported,EWS,EWS,17
2886,3429,Open Seat Quota,AIIMS Mangalagiri,MBBS,Not Reported,-,-,-
2887,3430,All India,MYSORE MED.& RESEARCH INST. MYSORE,MBBS,Not Reported,-,-,-
2888,3432,All India,"GOVT. MEDICAL COLLEGE, NAGPUR",MBBS,Not Reported,Open,GN,9
2889,3434,Open Seat Quota,AIIMS Jammu,MBBS,Not Reported,-,-,-
2890,3435,Open Seat Quota,AIIMS Rajkot,MBBS,Not Reported,-,-,-
2891,3438,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
2892,3440,Open Seat Quota,AIIMS Rajkot,MBBS,Reported,-,-,-
2893,3441,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2894,3443,All India,"GOVT. MEDICAL COLLEGE,PATIALA",MBBS,Reported,-,-,-
2895,3445,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2896,3447,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2897,3448,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Not Reported,-,-,-
2898,3450,Open Seat Quota,AIIMS Rajkot,MBBS,Reported,-,-,-
2899,3451,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2900,3452,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2901,3453,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2902,3454,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2903,3455,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2904,3456,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Not Reported,-,-,-
2905,3457,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,Open,GN,21
2906,3458,All India,"GOVT. MEDICAL COLLEGE, NAGPUR",MBBS,Not Reported,Open,GN,7
2907,3459,All India,"MEDICAL COLLEGE, BARODA",MBBS,Not Reported,-,-,-
2908,3461,-,-,-,-,Open,GN,20
2909,3462,Deemed/Pa id Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal",MBBS,Reported,-,-,-
2910,3463,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,Reported,OBC,OBC,17
2911,3464,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2912,3465,Open Seat Quota,JIPMER PUDUCHERRY,MBBS,Reported,-,-,-
2913,3466,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
2914,3467,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,OBC,OBC,6
2915,3469,All India,"ESIC Medical College, Hyderbad",MBBS,Not Reported,-,-,-
2916,3470,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Not Reported,-,-,-
2917,3471,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Not Reported,-,-,-
2918,3473,All India,MYSORE MED.& RESEARCH INST. MYSORE,MBBS,Not Reported,-,-,-
2919,3475,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,Open,OBC,8
2920,3476,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,OBC,OBC,11
2921,3478,All India,"S.N. MEDICAL COLLEGE, AGRA",MBBS,Not Reported,Open,GN,12
2922,3479,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Not Reported,-,-,-
2923,3480,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI",MBBS,Not Reported,-,-,-
2924,3481,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Not Reported,-,-,-
2925,3483,All India,"GOVT.MEDICAL COLLEGE, THRISSUR",MBBS,Not Reported,-,-,-
2926,3486,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2927,3487,Open Seat Quota,AIIMS Rajkot,MBBS,Reported,-,-,-
2928,3488,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Not Reported,-,-,-
2929,3490,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,EWS,EWS,19
2930,3491,Open Seat Quota,AIIMS Jammu,MBBS,Not Reported,Open,GN,14
2931,3492,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2932,3493,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2933,3494,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2934,3496,Open Seat Quota,AIIMS Rajkot,MBBS,Not Reported,-,-,-
2935,3497,-,-,-,-,Open,GN,5
2936,3498,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2937,3499,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2938,3500,Delhi University Quota,"Maulana Azad Medical College, New Delhi",MBBS,Reported,-,-,-
2939,3501,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2940,3504,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Not Reported,-,-,-
2941,3506,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2942,3507,-,-,-,-,Open,GN,22
2943,3508,Delhi University Quota,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
2944,3509,All India,"Government Medical College, Omandurar",MBBS,Not Reported,-,-,-
2945,3510,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Reported,-,-,-
2946,3511,Open Seat Quota,AIIMS Mangalagiri,MBBS,Not Reported,-,-,-
2947,3514,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2948,3516,All India,"INDIRA GANDHI MEDICAL COLL., SHIMLA",MBBS,Not Reported,-,-,-
2949,3517,All India,"GOVT.MEDICAL COLLEGE, THRISSUR",MBBS,Not Reported,-,-,-
2950,3519,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,-,-,-
2951,3520,Open Seat Quota,AIIMS Mangalagiri,MBBS,Not Reported,OBC,OBC,12
2952,3521,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,MUMBAI",MBBS,Not Reported,-,-,-
2953,3524,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Not Reported,-,-,-
2954,3525,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,EWS,EWS,5
2955,3526,All India,"GOVT. MEDICAL COLLEGE, NAGPUR",MBBS,Not Reported,Open,GN,8
2956,3528,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Not Reported,Open,GN,2
2957,3530,Open Seat Quota,AIIMS Mangalagiri,MBBS,Reported,-,-,-
2958,3531,Open Seat Quota,"AIIMS, Kalyani",MBBS,Reported,-,-,-
2959,3532,All India,"KARNATAK INST. OF MEDICAL SC.,HUBLI",MBBS,Not Reported,-,-,-
2960,3533,-,-,-,-,OBC,OBC,6
2961,3534,Open Seat Quota,"AIIMS, Kalyani",MBBS,Not Reported,OBC,OBC,15
2962,3535,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2963,3536,Open Seat Quota,JIPMER KARAIKAL,MBBS,Not Reported,-,-,-
2964,3537,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2965,3539,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,-,-,-
2966,3545,All India,Dr. B.R. Ambedkar State Institute of Medical Sciences,MBBS,Not Reported,OBC,OBC,14
2967,3546,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2968,3547,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,OBC,OBC,9
2969,3548,All India,"GOVT.MEDICAL COLLEGE, THRISSUR",MBBS,Not Reported,-,-,-
2970,3551,All India,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru",MBBS,Not Reported,Open,GN,2
2971,3552,All India,"INST OF PG MED EDU & RESEARCH,KOLKAT A",MBBS,Reported,OBC,OBC,2
2972,3553,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Not Reported,OBC,OBC,6
2973,3554,All India,"Govt institute of Medcial Sciences, GREATER NOIDA",MBBS,Reported,Open,GN,26
2974,3556,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2975,3558,-,-,-,-,OBC,OBC,19
2976,3559,All India,Gandhi Medical College Musheerabad Secunderabad,MBBS,Reported,OBC,OBC,1
2977,3561,All India,"M.G.M. MEDICAL COLLEGE, INDORE",MBBS,Not Reported,-,-,-
2978,3562,All India,"ESIC Medical College, Faridabad",MBBS,Reported,-,-,-
2979,3563,"Aligarh Muslim University (AMU)
Quota","Jawaharlal Nehru Medical College, AMU,ALIGARH",MBBS,Reported,Open,OBC,1
2980,3564,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Not Reported,-,-,-
2981,3565,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2982,3567,All India,"G.S.V.M. MEDICAL COLLEGE, KANPUR",MBBS,Reported,-,-,-
2983,3569,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
2984,3571,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
2985,3572,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2986,3573,All India,"PATNA MEDICAL COLLEGE, PATNA",MBBS,Reported,-,-,-
2987,3574,All India,"GOVT. MEDICAL COLLEGE, KOTTAYAM",MBBS,Not Reported,-,-,-
2988,3575,All India,"GOVT. MEDICAL COLLEGE,PATIALA",MBBS,Reported,-,-,-
2989,3576,All India,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML HOSPITAL, NEW DELHI",MBBS,Reported,-,-,-
2990,3577,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR",MBBS,Not Reported,-,-,-
2991,3582,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
2992,3584,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
2993,3586,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,-,-,-
2994,3588,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
2995,3589,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
2996,3590,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,Open,OBC,13
2997,3591,All India,"GOVT. MEDICAL COLLEGE,PATIALA",MBBS,Reported,Open,GN,20
2998,3594,All India,"GOVT. VELLORE MEDICAL COLLEGE, VELLORE",MBBS,Not Reported,-,-,-
2999,3597,Open Seat Quota,"AIIMS, Deogarh",MBBS,Reported,-,-,-
3000,3598,All India,"GOVT. MEDICAL COLLEGE,PATIALA",MBBS,Reported,Open,GN,3
3001,3599,Open Seat Quota,"AIIMS, Kalyani",MBBS,Reported,-,-,-
3002,3600,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh",MBBS,Reported,-,-,-
3003,3604,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
3004,3605,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Reported,-,-,-
3005,3607,Open Seat Quota,"AIIMS, Rai Bareli",MBBS,Not Reported,OBC,OBC,11
3006,3609,Open Seat Quota,"AIIMS, Kalyani",MBBS,Reported,-,-,-
3007,3611,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Not Reported,OBC,OBC,3
3008,3614,Open Seat Quota,"AIIMS, Kalyani",MBBS,Not Reported,OBC,OBC,9
3009,3615,All India,"JAWAHAR LAL NEHRU MEDICAL, AJMER",MBBS,Reported,-,-,-
3010,3617,Open Seat Quota,AIIMS Jammu,MBBS,Not Reported,-,-,-
3011,3618,All India,"Shri Atal Bihari Vajpayee Medical College & Research Institute, Bengaluru",MBBS,Not Reported,Open,GN,10
3012,3621,All India,"L.L.R.M. MEDICAL COLLEGE, MEERUT",MBBS,Not Reported,Open,GN,22
3013,3622,Open Seat Quota,"AIIMS, Deogarh",MBBS,Not Reported,Open,OBC,19
3014,3624,Delhi University Quota,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
3015,3625,All India,"GAJRA RAJA MEDICAL COLLEGE, GWALIOR",MBBS,Reported,EWS,EWS,12
3016,3626,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
3017,3627,Open Seat Quota,AIIMS Rajkot,MBBS,Reported,-,-,-
3018,3628,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
3019,3629,Open Seat Quota,"AIIMS, Kalyani",MBBS,Reported,-,-,-
3020,3633,Open Seat Quota,AIIMS Jammu,MBBS,Not Reported,Open,GN,22
3021,3635,Delhi University Quota,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
3022,3637,All India,"M.G.M. MEDICAL COLLEGE, INDORE",MBBS,Not Reported,-,-,-
3023,3639,All India,"G.S.V.M. MEDICAL COLLEGE, KANPUR",MBBS,Seat Surrendered,-,-,-
3024,3640,All India,"GOVT.MEDICAL COLLEGE, KOTA",MBBS,Not Reported,-,-,-
3025,3641,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad",MBBS,Reported,-,-,-
3026,3642,-,-,-,-,EWS,EWS,20
3027,3643,Open Seat Quota,AIIMS Guahawti,MBBS,Reported,-,-,-
3028,3644,All India,"GOVERNMENT MEDICAL COLLEGE, SURAT",MBBS,Not Reported,OBC,OBC,8
3029,3645,Open Seat Quota,AIIMS Rajkot,MBBS,Not Reported,-,-,-
3030,3646,Open Seat Quota,AIIMS Guahawti,MBBS,Not Reported,-,-,-
3031,3647,All India,"MEDICAL COLLEGE, BARODA",MBBS,Not Reported,-,-,-
3032,3649,All India,"M.G.M. MEDICAL COLLEGE, INDORE",MBBS,Not Reported,-,-,-
